Country Code,Station Code,Parameter,Label,Timestamp (UTC+07:00),Value,Unit,Observed or Estimated,Approval Level,Grade
VN,019805,Conductivity,Water Quality,2021-01-15T00:00+07:00,19.74,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-02-15T00:00+07:00,55.2,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-03-15T00:00+07:00,191.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-04-15T00:00+07:00,194.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-05-15T00:00+07:00,34.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-06-15T00:00+07:00,31.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-07-15T00:00+07:00,35.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-08-15T00:00+07:00,20.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-09-15T00:00+07:00,14.44,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-10-15T00:00+07:00,16.96,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-11-15T00:00+07:00,20.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2021-12-15T00:00+07:00,19.43,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-01-15T00:00+07:00,18.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-02-15T00:00+07:00,50.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-03-15T00:00+07:00,38.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-04-15T00:00+07:00,25.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-05-15T00:00+07:00,33.0,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-06-15T00:00+07:00,23.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-07-15T00:00+07:00,24.6,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-08-15T00:00+07:00,16.68,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-09-15T00:00+07:00,16.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-10-15T00:00+07:00,13.53,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-11-15T00:00+07:00,18.62,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2022-12-15T00:00+07:00,17.15,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-01-15T00:00+07:00,19.36,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-02-15T00:00+07:00,25.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-03-15T00:00+07:00,78.3,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-04-15T00:00+07:00,45.1,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-05-15T00:00+07:00,39.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-06-15T00:00+07:00,37.9,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-07-15T00:00+07:00,32.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-08-15T00:00+07:00,14.8,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-09-15T00:00+07:00,14.5,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-10-15T00:00+07:00,16.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-11-15T00:00+07:00,15.7,mS/m,O,Raw - Not Yet Reviewed,Unverified data
VN,019805,Conductivity,Water Quality,2023-12-15T00:00+07:00,15.4,mS/m,O,Raw - Not Yet Reviewed,Unverified data
